index,title,language
3863,"5.1.1.3. Nombre d’acteurs formés sur l’enregistrement des naissances (OEC, préposés et autres acteurs)",Language.FRENCH
3864,5.1.1.4 Nombre d’enfants enregistrés dans le délai légal,Language.FRENCH
3865,5.1.1.5. Nombre d’enfants enregistrés dans le délai légal et ayant reçu un acte de naissance,Language.FRENCH
3866,5.1.2.1 Nombre d’enfants enregistrés à l'état civil par rattrapage,Language.FRENCH
3867,5.3.1. Nombre de filles et de garçons associé-e-s à des groupes armés ayant bénéficié d'une réintégration socio-économique dans leurs communautés,Language.FRENCH
3868,5.3.2. Nombre d'enfants non-accompagnés ou séparés ayant bénéficié d'une réunification avec leurs familles ou d'une solution à long-terme,Language.FRENCH
3869,"5.3.3. Nombre d'enfants vulnérables ayant bénéficié d'assistance psychosociale à des niveaux variés: enfant, adolescents, prestataires de soin et communautés",Language.FRENCH
3870,5.3.4. Nombre de filles et garçons survivant-e-s de violences sexuelles et basées sur le genre ayant bénéficié d'une réponse holistique,Language.FRENCH
3871,5.3.3.1. Nombre de filles et de garçons associés aux forces / groupes armés identifiés et ayant bénéficié d'un suivi individuel,Language.FRENCH
3872,5.3.3.2.   Nombre de filles et de garçons associés aux forces / groupes armés ayant bénéficié d'un soutien pour la réintégration.,Language.FRENCH
3873,"5.3.3.3. Nombre de filles et de garçons non accompagnés identifiés et placés dans une prise en charge transitoire ou une alternative appropriée (CTO, FAT, FAS, etc.)",Language.FRENCH
3874,5.3.3.4. Nombre de filles et de garçons non accompagnés réunifies avec leur famille ou bénéficiant de solutions durable,Language.FRENCH
3875,"5.3.3.5.  Nombre de filles et de garçons vulnérables bénéficiant de soutien psychosocial, incluant l'accès aux Espaces Amis d'Enfants",Language.FRENCH
3876,"5.3.3.6. Nombre de filles, de garçons et de femmes ayant survécu à une violence basée sur le genre et recevant une assistance appropriée",Language.FRENCH
3877,5.3.3.7. Nombre de hommes femmes garçons filles bénéficiant de mesures de prévention et sensibilisation sur le VBG,Language.FRENCH
3878,5.3.3.5.1. Nombre d'enfants affectés par les conflits ayant été accompagnés dans les EAE.,Language.FRENCH
3879,5.3.3.6.1. Nombre de survivants de VBG ayant bénéficié de la prise en chare holistique,Language.FRENCH
3880,5.3.5.1. Nombre de staffs TPO formés sur la protection contre les exploiations et abus sexuels,Language.FRENCH
3881,5.3.6.1. Nombre de staffs sensibilisés sur le code de bonne conduite et principes directeurs sur les EAS,Language.FRENCH
3882,5.3.6.2. Nombre de staffs ayant signé l'engangement et la politique sur la prévention contre les EAS,Language.FRENCH
3883,of AGYW receiving pre-test education and counselling on HIV prevention and PMTCT at 1st ANC visit. (Disaggregated by age - 10 to 19 years and 20 to 24 years),Language.ENGLISH
3884,"3.3.1.  Pourcentage de personnes vulnérables (désagrégés par sexe et âge) ayant reçu, de façon coordonnée, un paquet EAH inclusive adapté aux besoins différenciés de genre, par rapport au nombre de personnes ciblées dans HAC",Language.FRENCH
3885,3.3.2.1. Nombre de personnes ayant bénéficié de façon coordonnée et opportune un paquet EHA sensible au genre adapté aux besoins de base,Language.FRENCH
3886,"3.3.1. Pourcentage de personnes vulnérables désagrégées par sexe et âge ayant reçu, de façon coordonnée, un paquet WASH inclusive, dignes, adapté aux besoins différentiés de genre, par rapport au nombre de personnes ciblées dans le HRP.",Language.FRENCH
3887,3.3.2.1. Nombre de personnes ayant bénéficié de façon coordonnée et opportune un paquet EHA sensible au genre adapté aux besoins de base.,Language.FRENCH
3888,"3.3.2.3. Nombre d’élèves désagrégés par sexe dans les écoles primaires affectées par le conflit qui ont accès aux services d’eau, hygiène et assainissement.",Language.FRENCH
3889,"3.3.2.5. Nombre de personnes désagrégées par âge et par sexe, qui ont bénéficié des séances de promotion à l’hygiène à travers l'approche participative impliquant les CAC.",Language.FRENCH
3890,"3.3.2.7. Nombre de personnes en situation d’handicap, désagrégées par âge et par sexe bénéficiant d’un paquet WASH dans son ménage.",Language.FRENCH
3891,Nombre d'enfants âgés de 6 à 59 mois atteints de MAS qui sont admis pour traitement.,Language.FRENCH
3892,Nombre d'enfants de 0-59 mois  MAS pris en charge.,Language.FRENCH
3893,of adolescents and young people who received individual HIV risk assessment and HIV testing by health care provider,Language.ENGLISH
3894,4.3.1. Nombre de filles et de garçons (âgés de 5 à 17 ans) touchés par des crises causées par l'homme ou des catastrophes naturelles et ayant accès à une éducation de qualité.,Language.FRENCH
3895,"of project staff participated in intensive capacity building training on GBV case management, running PSS activities, and other related topics including PSEA by Project GBV specialist in the beginning of project and continuous supervision during implementation period",Language.ENGLISH
3896,of women and girls received S/GBV case management services including referrals (consideration with COVID-19 protection measures),Language.ENGLISH
3897,of women and girls cases referred to other specialized services in case of need,Language.ENGLISH
3898,of girls and women participated in structured PSS program and completed at least 5 sessions.,Language.ENGLISH
3899,of girls and boys participated in recreational activities,Language.ENGLISH
3900,"of girls, boys, women and men who participated in awareness raising sessions on GBV including PSEA prevention and response",Language.ENGLISH
3901,"of non-GBV actors, and women and men community members   trained on GBV prevention, response and referrals, and PSEA",Language.ENGLISH
3902,"of girls and women participating in vocational training (including sewing, painting, hand craft, home-textile, etc.) each training at least consist of 12 sessions",Language.ENGLISH
3903,Number of girls and boys have access to safe drinking water in schools; Number of schools connected with sustainable water source,Language.ENGLISH
3904,"Nombre de personnes affectées qui participent aux actions d’engagement de proximité (dialogue communautaire, causeries de groupe /porte à porte) pour le changement social et de comportement",Language.FRENCH
3905,Au moins 10.000 d'adolescents qui participent au challenge « Better Together Africa,Language.ENGLISH
3906,35 supports de promotion de la participation des jeunes burundais à GoodWall comme plate-forme de prise de décision éclairée,Language.FRENCH
3907,2.1.1 - Number of health and nutrition workers trained to provide Infant and Young Child Counselling (IYCF) counselling services as per national standards,Language.ENGLISH
3908,2.2.1 -- Number of health and nutrition workers (including only health and nutrition workers involved in treatment of SAM) trained on management of severe acute malnutrition (SAM) as per national standards,Language.ENGLISH
3909,2.2.2 - Number of children aged 6-59 months with SAM who are admitted for treatment,Language.ENGLISH
3910,5.3.3.  Nombre de filles et garçons survivant-e-s de violences sexuelles et basées sur le genre ayant bénéficié d'une réponse holistique,Language.FRENCH
3911,Nombre de survivants de violences basées sur le genre identifié ayant bénéficié de prise en charge psychosociale désagrégés en âge et sexe,Language.FRENCH
3912,"5.3.3.6.  Nombre de filles, de garçons et de femmes ayant survécu à une violence basée sur le genre et recevant une assistance appropriée",Language.FRENCH
3913,Nombre d'infirmiers et relais communautaires formés  sur l'accompagnement psychosocial et la gestion de cas VBG.,Language.FRENCH
3914,of care leavers involved in the participatory process for the development of the recommendations and of the advocacy briefs,Language.ENGLISH
3915,of social workers trained,Language.ENGLISH
3916,of individuals reached by awareness raising campaigns on foster care,Language.ENGLISH
3917,of potential foster parents trained on foster care,Language.ENGLISH
3918,of unaccompanied and separated children placed in foster care solutions,Language.ENGLISH
3919,of care givers and social workers trained through the in-presence training,Language.ENGLISH
3920,of children placed in foster care,Language.ENGLISH
3921,of children attending activities in the Youth Corner,Language.ENGLISH
3922,of children and other vulnerable individuals in need referred to services,Language.ENGLISH
3923,of individuals reached with information on CP,Language.ENGLISH
3924,of GBV survivors and individuals at risk referred to services,Language.ENGLISH
3925,of individuals reached with information on GBV,Language.ENGLISH
3926,of people benefitting from kit distribution,Language.ENGLISH
3927,of stakeholders trained,Language.ENGLISH
3928,of HIV+ PBF AGYW picking up ART according to schedule,Language.ENGLISH
3929,of VL Suppressed PBF AGYW,Language.ENGLISH
3930,of eligible PBF AGYW having their VL collected and results obtained,Language.ENGLISH
3931,PBF AGYW  with un suppressed VL receiving enhanced adherence counseling,Language.ENGLISH
3932,of HEIs tested  at 6 weeks & 12 months,Language.ENGLISH
3933,"of HEIs who are diagnosed HIV positive disaggregated by age (6 weeks, 12 months & 24 months)",Language.ENGLISH
3934,of AGYW who express satisfaction with services rendered,Language.ENGLISH
3935,3.2 Number of senior staff trained on prevention of sexual exploitation and abuse (PSEA),Language.ENGLISH
3936,"of community members, stakeholders and youth participated in the action research",Language.ENGLISH
3937,of community members who reported practicing at least 3 behaviours in promoting social cohesion,Language.ENGLISH
3938,"of community mobilizers, youth and community volunteers trained and actively engaged on social cohesion and resilience",Language.ENGLISH
3939,of adolescents and youth of 10-24 years from host and Rohingya trained who have sufficient knowledge and skills on social cohesion and resilience,Language.ENGLISH
3940,of parents from host and Rohingya community trained who have sufficient knowledge and skills on social cohesion and resilience,Language.ENGLISH
3941,of people from both  host and Rohingya community participated in intergeneration dialogue on social cohesion and resilience,Language.ENGLISH
3942,of people from both  host and Rohingya community participated in inter/intra community dialogue on social cohesion and resilience,Language.ENGLISH
3943,of Master trainers trained and engaged in  conducting training on social cohesion and resilience,Language.ENGLISH
3944,of project staffs trained and engaged in conducting training on social cohesion and resilience,Language.ENGLISH
3945,"of CiC, ACiC, UP members trained on  social cohesion and resilience",Language.ENGLISH
3946,# of students engaged with extracurricular activities,Language.ENGLISH
3947,# of teaching staff trained broken down by gender,Language.ENGLISH
3948,# of learning facilitators employed and trained to support blended learning the project,Language.ENGLISH
3949,No. of facilitators/volunteers received 12-hour training,Language.ENGLISH
3950,"adolescents from ages 10-18 years, and 10 activators/psychologists per school enhance their resilience, well-being and learning readiness by participating in summer recreational activities.",Language.ENGLISH
3951,summer camps conducted,Language.ENGLISH
3952,"of participants in summer camps receive adequate psychosocial support and medical assistance. If any of the participants through activities is detected to have psychosocial distress or any other child protection issues, they will be referred using the Gaza referral pathways.",Language.ENGLISH
3953,# 2.2.1 - Number of health and nutrition workers (including only health and nutrition workers involved in treatment of SAM) trained on management of severe acute malnutrition (SAM) as per national standards,Language.ENGLISH
3954,# 2.2.2 - Number of children aged 6-59 months with SAM who are admitted for treatment,Language.ENGLISH
3955,3.1 Number of Community Development Committee (CDC) meetings held per year,Language.ENGLISH
3956,Adolescent boys and girls engaged in UNICEF-supported entrepreneurial and civic engagement skills development programmes in targeted districts,Language.ENGLISH
3957,2.2.1 - Number of health and nutrition workers (including only health and nutrition workers involved in treatment of SAM) trained on management of severe acute malnutrition (SAM) as per national standards,Language.ENGLISH
3958,"Number of men's forum members with strengthened knowledge in SRHR, SGBV, and PSEA",Language.ENGLISH
3959,"Number of community Intergenerational Women's Group members with strengthened knowledge in SRHR, SGBV and PSEA",Language.ENGLISH
3960,"# de personnes (Parents, tuteurs et enfants scolarisés et non scolarisés) du district sanitaire de Giteranyi et Kiganda  ont renforcé leurs connaissances sur la prévention de la maladie des plaies ulcéreuses, à travers la communication  porte à porte (≥ 320,000)",Language.FRENCH
3961,# personnes  infectées par la maladie de plaies ulcereuses diagnostiques pour une prise en charge  appropries,Language.FRENCH
3962,# of girls and boys at risk including SEA risk received case management services,Language.ENGLISH
3963,# of girls and boys participating in structured and sustained psychosocial support programmes (include PSEAmessgaes),Language.ENGLISH
3964,# of girls and boys received Family Based PSS Kit accompanied by F2F/remote sessions,Language.ENGLISH
3965,"# of girls, boys, women, and men of community-based child protection structures trained on CP related trainings include PSEA",Language.ENGLISH
3966,# of women and men caregivers participating in parent’s programs (PSEA),Language.ENGLISH
3967,# of girls / boys / women / men participating in awareness raising activities on CP issues include PSEA messages.,Language.ENGLISH
3968,# of girls / boys / women / men reached with awareness raising messages (COVID-19) include PSEA,Language.ENGLISH
3969,# of girls and boys in conflict with the law who received Child Protection legal assistance,Language.ENGLISH
3970,# of girls and boys assisted to secure civil documentation,Language.ENGLISH
3971,%  of children in conflict with the law who received diversion and ATD,Language.ENGLISH
3972,# of children (boys and girls) who received aftercare and reintegration support after their release from detention.,Language.ENGLISH
3973,# of girls and boys in conflict with the law participating in structured and sustained psychosocial support programmes include PSEA,Language.ENGLISH
3974,# of adolescents (boys and girls) reached with delinquency prevention interventions through the clubs/groups – include PSEA,Language.ENGLISH
3975,# of women and men teachers/ social workers in schools trained on CP approaches and PSEA.,Language.ENGLISH
3976,# of women and men  government staff trained on CP approaches includingPSEA,Language.ENGLISH
3977,# of vulnerable individuals outreached and selected,Language.ENGLISH
3978,# of vulnerable individuals who successfully receive (2-day) foundational training,Language.ENGLISH
3979,# of paralegal participated in protection watch group (each child protection watch group will be formed up to 10 paralegals),Language.ENGLISH
3980,"# of child protection watch groups were formed in Ayeyarwaddy, Northern Shan, Kayin, Kachin, Rakhine",Language.ENGLISH
3981,# of hiring staff to implement this PD,Language.ENGLISH
3982,# of cases who received legal aid and legal representation services provided by LCM lawyers,Language.ENGLISH
3983,# cases of children and young people (up to 25 years of age) received legal advice and consultation through justice hotline,Language.ENGLISH
3984,# of adolescent boys and girls engaged in UNICEF-supported entrepreneurial and civic engagement skills development programmes in targeted districts # of youth trained on social entrepreneurship.,Language.ENGLISH
3985,# of individuals assigned to income generating opportunities.,Language.ENGLISH
3986,# of individuals who successfully received 5-day technical training,Language.ENGLISH
3987,# of individuals who received technical training on sewing non-medical face masks,Language.ENGLISH
3988,# of vulnerable individuals who successfully receive (1-day) foundational training,Language.ENGLISH
3989,# of individuals who received technical training on sewing sheep toys,Language.ENGLISH
3990,# of hydropic farms successfully established,Language.ENGLISH
3991,# of vulnerable individuals who attend 5-day financial literacy training based on UNICEF curricula,Language.ENGLISH
3992,# of individuals who attend PSEA awareness raising sessions,Language.ENGLISH
3993,Total # of masks produced,Language.ENGLISH
3994,Total # of toys produced,Language.ENGLISH
3995,#/% of selected individuals with active e- wallets,Language.ENGLISH
3996,#/% of established hydroponic farms sustainable and profitable (generating at least 250JOD per month) after 6 months,Language.ENGLISH
3997,"# Youth (19-24 years, 100% females, nation-wide) who successfully complete (5-day) Female Leadership training",Language.ENGLISH
3998,# of individuals who successfully received 5-day financial literacy training based on UNICEF Curricula,Language.ENGLISH
3999,"# trained youth ((19-24 years, at least 50% females, nation-wide) who successfully establish sustainable micro / home-based projects",Language.ENGLISH
4000,# of youth who led social initiatives,Language.ENGLISH
4001,# of adolescents attending social leadership sessions,Language.ENGLISH
4002,# of leadership teams/groups created,Language.ENGLISH
4003,# of adolescents successfully received 5-day financial literacy training based on UNICEF Curricula,Language.ENGLISH
4004,"# Youth (19-24 years, at least 50% females, nation-wide) are enrolled in 10-Day Leadership training program",Language.ENGLISH
4005,"# of trained youth (19-24 years, at least 50% females, nation-wide) who are enrolled in 6 Months Mentorship Program",Language.ENGLISH
4006,# of participants who have active e-wallets,Language.ENGLISH
4007,"# of trained youth (19-24 years, at least 50% females, nation-wide) who received technical training",Language.ENGLISH
4008,# of individuals outreached and selected,Language.ENGLISH
4009,# of groups adolescents formed,Language.ENGLISH
4010,# of CBOs trained on social leadership,Language.ENGLISH
4011,# of adolescents outreached and selected,Language.ENGLISH
4012,# of adolescents successfully received 5-days foundational training,Language.ENGLISH
4013,# of adolescents engaged and trained in micro-project management,Language.ENGLISH
4014,of 11-17 years old children enrolled in grades 6 to 9 of the MC,Language.ENGLISH
4015,of girls and boys with disability enrolled and continue learning Myanmar Curriculum,Language.ENGLISH
4016,"teachers, staff and volunteers trained to support inclusive education, PSEA and child safeguarding",Language.ENGLISH
4017,of girls and boys aged 4-14 years enrolled in the existing LCs,Language.ENGLISH
4018,"of teachers & staffs oriented/trained to support in Myanmar Curriculum Pedagogy14, classroom management and inclusive education",Language.ENGLISH
4019,of teachers and project staffs oriented/trained on PSEA and child safeguarding,Language.ENGLISH
4020,of grade/level 2 students demonstrating grade/level appropriate   learning competencies,Language.ENGLISH
4021,of LCMC members trained on roles and responsibilities,Language.ENGLISH
4022,"of teachers trained in effective teaching methodologies and other technical areas (PSS, DRR, EdTech, curriculum content etc.)",Language.ENGLISH
4023,of LFMC members and parents sensitized on PSEA and child save guarding standards,Language.ENGLISH
4024,of parents/ community members oriented on PSEA and Child Safeguarding,Language.ENGLISH
4025,of LCs with functional hand washing facilities (as per agreed standard),Language.ENGLISH
4026,of adolescent and youth (15-24) boys and girls participated and demonstrated competencies in literacy and numeracy with a minimum standard,Language.ENGLISH
4027,"of teachers, staff and volunteers oriented/trained to support inclusive education",Language.ENGLISH
4028,"of teachers, staff and volunteers oriented/trained on PSEA",Language.ENGLISH
4029,of girls and boys aged 4-14 years enrolled in targeted LCs,Language.ENGLISH
4030,of adolescent and youth (15-24) received occupational/ vocational skills training,Language.ENGLISH
4031,of MPC facilitators who enhanced their knowledge and skills on effective teaching methods for adolescents,Language.ENGLISH
4032,of students in level 2 demonstrating level appropriate learning competency,Language.ENGLISH
4033,"of MPC facilitators oriented on PSEA, and Child Safeguarding",Language.ENGLISH
4034,of out of school children (8-14 years old) enrolled in the non-formal education in 100 ABAL centres,Language.ENGLISH
4035,"of ABAL teachers continuously trained on ABAL package delivery methodologies, PSEA, Child Safeguarding, DRR and awareness on COVID-19",Language.ENGLISH
4036,"of ABAL students who joined formal schools, madrasa and vocational skill after completing their specified class",Language.ENGLISH
4037,of children    enrolled in the MCP classes,Language.ENGLISH
4038,of Head teachers recruited and trained on LC management,Language.ENGLISH
4039,of teachers and technical staff oriented on Myanmar Curriculum and PSEA and child safeguarding,Language.ENGLISH
4040,"of teachers trained on effective teaching methods, curriculum content, learning assessment and PSS",Language.ENGLISH
4041,of teachers and support staff oriented on child safeguarding and PSEA,Language.ENGLISH
4042,1.3. Nombre d'enfants migrants soutenus pour une intégration socio-économique,Language.FRENCH
4043,Number of children accessing IMC services,Language.ENGLISH
4044,Number of girls and boys (6-59 months) affected by severe acute malnutrition admitted into CMAM treatment centres,Language.ENGLISH
4045,# of male and female engaged on Covid-19 activities,Language.ENGLISH
4046,# of caregivers provided with structured  sessions on home-learning,Language.ENGLISH
4047,"#  of children benefitting from ""peer to peer"" activities",Language.ENGLISH
4048,# of children attending summer school classes,Language.ENGLISH
4049,# of children reached with PSS sessions,Language.ENGLISH
4050,"# of children referred to and attended formal or informal education, accelerated learning, external exams, or young education programs.",Language.ENGLISH
4051,of children who received motivational messages on the first day of school,Language.ENGLISH
4052,of women (mothers) and young girls participated in awareness sessions focusing on the right of education for girls.,Language.ENGLISH
4053,"of children participated in social cohesion, life skills and resilience building sessions",Language.ENGLISH
4054,of boys and girls (including OOSC) participated in art workshops,Language.ENGLISH
4055,of learning facilitators and DoE supervisors participated in TOT workshops,Language.ENGLISH
4056,"of lecturers/ teachers trained on e-learning, MHPSS, and life skills",Language.ENGLISH
4057,% of participants who reported improved knowledge in inclusive education and education techniques,Language.ENGLISH
4058,# of Makani Centers Staff trained on Inclusive education,Language.ENGLISH
4059,of out of school girls enrolled in school,Language.ENGLISH
4060,"of vulnerable girls receiving school materials (uniform, bags, footwear)",Language.ENGLISH
4061,Attendance rate for the girls enrolled in school,Language.ENGLISH
4062,Retention rate for the girls enrolled in school,Language.ENGLISH
4063,"of schools that promote girls’ education issues including documenting sexual and gender-based violence (S&GBV) issues, and alternative forms of discipline",Language.ENGLISH
4064,"of Chiefdoms that promote girls’ education issues including documenting sexual and gender-based violence (S&GBV) issues, and alternative forms of discipline",Language.ENGLISH
4065,of community-based platforms actively engaged to promote girls’ safety and participation in school,Language.ENGLISH
4066,of community members that participated in sensitization and awareness raising activities,Language.ENGLISH
4067,of community action plans (CAPs) implemented to improve the learning environment,Language.ENGLISH
4068,of database of school-age girls available (at chiefdom level),Language.ENGLISH
4069,Number of children enrolled in CBEC centres,Language.ENGLISH
4070,# of targeted children (3-10 years old) accessing pre-primary or primary learning opportunities,Language.ENGLISH
4071,Number of children aged 6-59 months with SAM admitted to therapeutic feeding programs,Language.ENGLISH
4072,Number of children aged 6-59 months received vitamin A supplementation every 6 months,Language.ENGLISH
4073,% of children aged 6-59 months with SAM recovered from out-patient therapeutic program,Language.ENGLISH
4074,% of children aged 6-59 months with SAM discharged from out-patient therapeutic program as death,Language.ENGLISH
4075,% of children aged 6-59 months with SAM discharged from out-patient therapeutic program as defaulter,Language.ENGLISH
4076,# of paralegal selected according to criteria who received 2-day paralegal awareness and sensitization training (50% woemen and girl will involve),Language.ENGLISH
4077,# of promising participants of the 2-day sensitization training who receive an additonal 5 days of training  to become informal paralegals (50% women and girl will involve),Language.ENGLISH
4078,# of paralegals prepared with increased  knowledge and capacity to assist legal processes by means of case referrals,Language.ENGLISH
4079,# of staff who receiving PSEA training,Language.ENGLISH
4080,# of paralegals prepared with increased  knowledge and capacity to assist legal processes by means of mediation,Language.ENGLISH
4081,# of people who receiving legal consultations and awareness sessions from participants of awareness raising and sensitization training,Language.ENGLISH
4082,# of children and youth receiving court representation (this may include cases referred to by paralegals prpeared),Language.ENGLISH
4083,"# of children, families and people who receive legal aid, counselling and assistance either in person or remotely",Language.ENGLISH
4084,"# of children received emergency assistant (social support, transporation, accomodation, translation, meal cost).",Language.ENGLISH
4085,# of children and adults with access to safe channels to report sexual exploitation and abuse,Language.ENGLISH
4086,# of people sharing their concerns and asking questions/clarifications for available support services to address their needs through established feedback mechanisms,Language.ENGLISH
4087,Nombre d’adolescents qui participent aux  activités favorisant la cohésion sociale,Language.FRENCH
4088,Nombre d’adolescents et adolescentes avec des compétences accrues de consolidation de la paix et de cocréation des solution innovante UPSHIFT,Language.FRENCH
4089,Nombre d’adolescents participants aux activités d’autonomisation qui favorisent  le dialogue intra-groupe pour la cohésion sociale,Language.FRENCH
4090,# of people receiving sanitation and hygiene messages,Language.ENGLISH
4091,Indicator 2.1.1 Number of children under-1  immunized with Pent3 (#boys: # girls),Language.ENGLISH
4092,of children under five with fever in the last two weeks who received antimalaria drugs,Language.ENGLISH
4093,of children under five with diarrhoea who receive appropriate care -oral rehydration salts (ORS) and,Language.ENGLISH
4094,of infants under-1 who received measles vaccine (#boys: # girls),Language.ENGLISH
4095,Indicator 2.1.5. # of children under five years diagnosed with pneumonia receiving timely care as per Integrated Management of Childhood Illness (IMCI)/Integrated Community Case Management (iCCM) guidelines.,Language.ENGLISH
4096,Indicator 3.1.1 Number of girls & boys U5 and females & males > 5 who had access to curative first OPD consultations in targeted crisis-affected areas,Language.ENGLISH
4097,Indicator 3.1.4. Number of frontline health workers trained to improve the quality of delivery of emergency integrated Health services,Language.ENGLISH
4098,"Indicators 4.1.1 Number of Health care workers and CHWs trained on Covid-19 awareness, IPC, and protection and PSEA",Language.ENGLISH
4099,Indicators 4.1.2 Number of people (male/female) engaged by CHWs in COVID-19 awareness and protection activities,Language.ENGLISH
4100,Indicators 4.1.3 Number of suspected COVID-19 cases (women / men; girls U5 / boys U5) reported by CHWs.,Language.ENGLISH
4101,Indicators 4.1.4 Number of health facility staff trained on infection prevention activities,Language.ENGLISH
4102,Indicator 1.1 Percentage of children under-five who had access to curative first OPD consultations in targeted crisis-affected areas,Language.ENGLISH
4103,Indicator 2.1 Percentage of children under-1 immunized with BCG at birth,Language.ENGLISH
4104,Indicator 2.2 Percentage of children under 1 who received Penta 3,Language.ENGLISH
4105,Indicator 2.3 Percentage of children 6 – 59 months who received measles vaccination,Language.ENGLISH
4106,Indicator 2.4 Percentage of children under five with diarrhea who receive appropriate care -oral rehydration salts (ORS) and Zinc,Language.ENGLISH
4107,Indicator 3.3 Number of health professionals trained on Early Essential Newborn Care (EENC) and Kangaroo Mother Care (KMC),Language.ENGLISH
4108,Indicator 4.1 Number of frontline health workers trained on PSEA community awareness and feedback mechanism,Language.ENGLISH
4109,# of people reached with key health and hygiene messages.,Language.ENGLISH
4110,Number of youth reached with the outreach campaign,Language.ENGLISH
4111,Number of girls and boys employed,Language.ENGLISH
4112,Number of UCT beneficiaries as per SWF database receiving cash benefits per cycle,Language.ENGLISH
4113,Sessões de teatro  nos centros de saúde,Language.PORTUGUESE
4114,de visitas de monitoria realizadas,Language.PORTUGUESE
4115,# of children identified with CP concerns  who have been supported including children living with disabilities,Language.ENGLISH
4116,Teacher trained on story-telling,Language.ENGLISH
4117,Children participate in recreational activities,Language.ENGLISH
4118,CP actors trained on story-telling,Language.ENGLISH
4119,Number of adolescent boys and girls engaged in UNICEF-supported entrepreneurial and civic engagement skills development programmes in targeted districts,Language.ENGLISH
4120,Nombre des autorités communales et collinaires mobilisées et sensibilisées pour la mise en œuvre de l'approche ATPC,Language.FRENCH
4121,Nombre de personnes sensibilisées par les messages sur le lavage des mains au savons,Language.FRENCH
4122,"% des élèves (filles, garçons, avec et sans handicap) connaissant les moments critiques et les techniques de lavage des mains au savon",Language.FRENCH
4123,Nombre d’élèves filles et garçons qui ont été sensibilisés sur les moments critiques et les techniques de lavage des mais à l’eau et au savon,Language.FRENCH
4124,"Output indicator 4.1.1:  Number of women, girls, boys and men (WGBM) of vulnerable communities with appropriate access to solid waste management facilities and servicesOutput indicator 4.1.1:  Number of women, girls, boys and men (WGBM) of vulnerable communities with appropriate access to solid waste management facilities and services",Language.ENGLISH
4125,Output indicator 4.1.2: Number of WGBM of vulnerable communities reached through labelled cash assistance for hygiene supplies,Language.ENGLISH
4126,"Number of parents engaged during FGD (disaggregated as above)- Target: minimum of 20 female, & 20 male.",Language.ENGLISH
4127,"Number of children/ adolescents engaged during the focus group discussions on sexual violence and help seeking behaviour (disaggregated by age, gender, disability, sexual orientation, region, specific needs, vulnerability-as stated in the action plan, region). Target: minimum of 80 female, 80 male (13-17 & 18-24 year old)",Language.ENGLISH
4128,"Number of key frontline service providers engaged during the focus group discussions on sexual violence and help seeking behaviour (disaggregated as above and area of work) - target: minimum of 10 health workers, 5 social workers, 10 police officers, 10 teachers and 10 community counsellors.",Language.ENGLISH
4129,"Number of community leaders engaged during the focus group discussions on sexual violence and help-seeking behaviour (dissaggregated by gender, function and region)",Language.ENGLISH
4130,"# of detained/sentenced CAAFAG and delinquent children reached through child protection/case management services (PSS, referrals, family visitation)",Language.ENGLISH
4131,"# of detained/sentenced CAAFAG and delinquent children who received child-friendly legal services (consultation, representation)",Language.ENGLISH
4132,# of detained/sentenced CAAFAG and delinquent children who completed the six-week Thrive program,Language.ENGLISH
4133,"# of detained/sentenced CAAFAG, delinquent children, and women who received gender-sensitive hygiene kits",Language.ENGLISH
4134,"# of detained/sentenced CAAFAG and delinquent children reached through specialized, non-clinical mental health services",Language.ENGLISH
4135,# of staff members at the newly established Observation House who received PPE,Language.ENGLISH
4136,# of children under the age of eight who received recreational kits,Language.ENGLISH
4137,"# of staff members at the detention centers and reformatories trained on trauma-informed care,the psychological wellbeing of juvenile and restorative justice including diversion and ATD.",Language.ENGLISH
4138,# of community and juvenile police officers trained using HAI’s MoI-approved ‘Juvenile Police Guidelines’,Language.ENGLISH
4139,"# of juvenile police center staff trained on HAI’s complaints mechanism ,PSEA and parental notification system",Language.ENGLISH
4140,# court appointed attorneys trained on the key legal issues of detained juveniles and PSEA.,Language.ENGLISH
4141,# of UNICEF partner staff supported with technical trainings,Language.ENGLISH
4142,# of CAAFAG and at-risk children reintegrated into their communities,Language.ENGLISH
4143,"# of CAAFAG and at-risk children including SEA risk reached through child protection/case management services (psychosocial support, specialized referrals) throughout the reintegration process",Language.ENGLISH
4144,"# of CAAFAG and at-risk children provided with legal services (legal counselling, representation, civil documentation)",Language.ENGLISH
4145,"# of religious leaders, Mukhtars, adults, and children from the community reached through awareness raising sessions",Language.ENGLISH
4146,# of parents and caregivers who participated in trainings on safe and sustainable reintegration,Language.ENGLISH
4147,# of CAAFAG and at-risk children who participated in life skills trainings,Language.ENGLISH
4148,# CAAFAG and at-risk children who completed vocational skills trainings,Language.ENGLISH
4149,"Number of Makani centers, QRFCC and CBOs selected for expanding case-management services in the targeted locations",Language.ENGLISH
4150,"Number of girls, boys and women (segregated into nationality and disability) provided with quality case-management services",Language.ENGLISH
4151,"Number of girls, boys and women (saggregated into nationality and disability) provided with Mental Health Support services in 6 locations",Language.ENGLISH
4152,"Number of Girls, boys and women (saggregated into nationality and disability) at risk who are sensitized on safety and protection issues  by being provided with preventive interventions (My Little Home, expressive art, women empowerment, the Safety Maze)",Language.ENGLISH
4153,"Percentage of girls, boys and women (saggregated into nationality and disability) reported diminished protection concerns after receiving the case-management services",Language.ENGLISH
